order,Delay,Test.Time,Participant.Private.ID,studied_word,original_response,studied_recalled
1932,delay,AM,8354648,hard,NA,0
1933,delay,AM,8354648,town,NA,0
1934,delay,AM,8354648,mug,mug,1
1935,delay,AM,8354648,hot,NA,0
1936,delay,AM,8354648,hill,NA,0
1937,delay,AM,8354648,fast,NA,0
1938,delay,AM,8354648,water,water,1
1939,delay,AM,8354648,web,NA,0
1940,delay,AM,8354648,shoe,shoe,1
1941,delay,AM,8354648,glass,NA,0
1942,delay,AM,8354648,rest,rest,1
1943,delay,AM,8354648,sick,sick,1
1944,delay,AM,8354648,breathe,breathe,1
1945,delay,AM,8354648,sit,NA,0
1946,delay,AM,8354648,puff,NA,0
1947,delay,AM,8354648,candy,candy,1
1948,delay,AM,8354648,bumpy,bumpyroad,1
1949,delay,AM,8354648,pin,pin,1
1950,delay,AM,8354648,waste,waste,1
1951,delay,AM,8354648,fear,NA,0
1952,delay,AM,8354648,light,NA,0
1953,delay,AM,8354648,crowded,crowded,1
1954,delay,AM,8354648,saucer,saucer,1
1955,delay,AM,8354648,snow,snow,1
1956,delay,AM,8354648,valley,NA,0
1957,delay,AM,8354648,lethargic,NA,0
1958,delay,AM,8354648,stream,NA,0
1959,delay,AM,8354648,insect,NA,0
1960,delay,AM,8354648,hand,hand,1
1961,delay,AM,8354648,pane,pane,1
1962,delay,AM,8354648,awake,awake,1
1963,delay,AM,8354648,lawyer,NA,0
1964,delay,AM,8354648,sniff,NA,0
1965,delay,AM,8354648,legs,NA,0
1966,delay,AM,8354648,blaze,NA,0
1967,delay,AM,8354648,sugar,sugar,1
1968,delay,AM,8354648,road,,1
1969,delay,AM,8354648,eye,NA,0
1970,delay,AM,8354648,can,can,1
1971,delay,AM,8354648,hate,NA,0
1972,delay,AM,8354648,pillow,NA,0
1973,delay,AM,8354648,state,NA,0
1974,delay,AM,8354648,tea,NA,0
1975,delay,AM,8354648,warm,NA,0
1976,delay,AM,8354648,climb,NA,0
1977,delay,AM,8354648,stop,NA,0
1978,delay,AM,8354648,lake,NA,0
1979,delay,AM,8354648,bug,NA,0
1980,delay,AM,8354648,toe,NA,0
1981,delay,AM,8354648,shade,NA,0
1982,delay,AM,8354648,tired,tired,1
1983,delay,AM,8354648,medicine,NA,0
1984,delay,AM,8354648,aroma,NA,0
1985,delay,AM,8354648,seat,NA,0
1986,delay,AM,8354648,billows,NA,0
1987,delay,AM,8354648,bitter,NA,0
1988,delay,AM,8354648,tough,NA,0
1989,delay,AM,8354648,sewing,NA,0
1990,delay,AM,8354648,refuse,NA,0
1991,delay,AM,8354648,rage,NA,0
1992,delay,AM,8354648,plush,NA,0
1993,delay,AM,8354648,capital,NA,0
1994,delay,AM,8354648,measuring,NA,0
1995,delay,AM,8354648,winter,NA,0
1996,delay,AM,8354648,summit,NA,0
1997,delay,AM,8354648,listless,NA,0
1998,delay,AM,8354648,thames,NA,0
1999,delay,AM,8354648,fright,NA,0
2000,delay,AM,8354648,kick,NA,0
2001,delay,AM,8354648,ledge,NA,0
2002,delay,AM,8354648,dream,dream,1
2003,delay,AM,8354648,health,NA,0
2004,delay,AM,8354648,hear,hear,1
2005,delay,AM,8354648,couch,couch,1
2006,delay,AM,8354648,pollution,pollution,1
2007,delay,AM,8354648,good,NA,0
2008,delay,AM,8354648,sandpaper,NA,0
2009,delay,AM,8354648,sharp,sharp,1
2010,delay,AM,8354648,sewage,NA,0
2011,delay,AM,8354648,temper,temper,1
2012,delay,AM,8354648,loud,NA,0
2013,delay,AM,8354648,streets,NA,0
2014,delay,AM,8354648,coaster,NA,0
2015,delay,AM,8354648,ice,NA,0
2016,delay,AM,8354648,top,NA,0
2017,delay,AM,8354648,snail,NA,0
2018,delay,AM,8354648,boat,NA,0
2019,delay,AM,8354648,fly,NA,0
2020,delay,AM,8354648,sandals,sandals,1
2021,delay,AM,8354648,sill,sill,1
2022,delay,AM,8354648,wake,NA,0
2023,delay,AM,8354648,hospital,hospital,1
2024,delay,AM,8354648,see,see,1
2025,delay,AM,8354648,desk,desk,1
2026,delay,AM,8354648,ashes,NA,0
2027,delay,AM,8354648,taste,NA,0
2028,delay,AM,8354648,jagged,NA,0
2029,delay,AM,8354648,point,NA,0
2030,delay,AM,8354648,bag,NA,0
2031,delay,AM,8354648,fury,NA,0
2032,delay,AM,8354648,cotton,NA,0
2033,delay,AM,8354648,subway,subway,1
2034,delay,AM,8354648,lid,NA,0
2035,delay,AM,8354648,wet,wet,1
2036,delay,AM,8354648,molehill,molehill,1
2037,delay,AM,8354648,cautious,NA,0
2038,delay,AM,8354648,tide,NA,0
2039,delay,AM,8354648,arachnid,NA,0
2040,delay,AM,8354648,soccer,soccer,1
2041,delay,AM,8354648,house,house,1
2042,delay,AM,8354648,snooze,NA,0
2043,delay,AM,8354648,dentist,NA,0
2044,delay,AM,8354648,nostril,NA,0
2045,delay,AM,8354648,recliner,NA,0
2046,delay,AM,8354648,cigar,cigar,1
2047,delay,AM,8354648,tooth,teeth,1
2048,delay,AM,8354648,ready,NA,0
2049,delay,AM,8354648,prick,prick,1
2050,delay,AM,8354648,junk,NA,0
2051,delay,AM,8354648,ire,NA,0
2052,delay,AM,8354648,fur,NA,0
2053,delay,AM,8354648,country,NA,0
2054,delay,AM,8354648,handle,NA,0
2055,delay,AM,8354648,frigid,NA,0
2056,delay,AM,8354648,peak,peak,1
2057,delay,AM,8354648,delay,NA,0
2058,delay,AM,8354648,swim,swim,1
2059,delay,AM,8354648,crawl,NA,0
2060,delay,AM,8354648,yard,NA,0
2061,delay,AM,8354648,open,NA,0
2062,delay,AM,8354648,blanket,NA,0
2063,delay,AM,8354648,physician,NA,0
2064,delay,AM,8354648,whiff,NA,0
2065,delay,AM,8354648,sofa,NA,0
2066,delay,AM,8354648,chimney,chimney,1
2067,delay,AM,8354648,nice,NA,0
2068,delay,AM,8354648,coarse,NA,0
2069,delay,AM,8354648,thimble,thimble,1
2070,delay,AM,8354648,trash,trash,1
2071,delay,AM,8354648,wrath,NA,0
2072,delay,AM,8354648,touch,NA,0
2073,delay,AM,8354648,newyork,newyork,1
2074,delay,AM,8354648,coffee,NA,0
2075,delay,AM,8354648,chilly,chilly,1
2076,delay,AM,8354648,plain,NA,0
2077,delay,AM,8354648,traffic,NA,0
2078,delay,AM,8354648,flow,NA,0
2079,delay,AM,8354648,tarantula,NA,0
2080,delay,AM,8354648,walk,NA,0
2081,delay,AM,8393200,door,NA,0
2082,delay,AM,8393200,bed,NA,0
2083,delay,AM,8393200,nurse,NA,0
2084,delay,AM,8393200,nose,NA,0
2085,delay,AM,8393200,table,NA,0
2086,delay,AM,8393200,cigarette,NA,0
2087,delay,AM,8393200,sour,NA,0
2088,delay,AM,8393200,smooth,NA,0
2089,delay,AM,8393200,thread,thread,1
2090,delay,AM,8393200,garbage,NA,0
2091,delay,AM,8393200,mad,NA,0
2092,delay,AM,8393200,hard,NA,0
2093,delay,AM,8393200,town,NA,0
2094,delay,AM,8393200,mug,NA,0
2095,delay,AM,8393200,hot,NA,0
2096,delay,AM,8393200,hill,NA,0
2097,delay,AM,8393200,fast,NA,0
2098,delay,AM,8393200,water,NA,0
2099,delay,AM,8393200,web,NA,0
2100,delay,AM,8393200,shoe,shoes,1
2101,delay,AM,8393200,glass,glasses,1
2102,delay,AM,8393200,rest,NA,0
2103,delay,AM,8393200,sick,NA,0
2104,delay,AM,8393200,breathe,NA,0
2105,delay,AM,8393200,sit,NA,0
2106,delay,AM,8393200,puff,NA,0
2107,delay,AM,8393200,candy,NA,0
2108,delay,AM,8393200,bumpy,NA,0
2109,delay,AM,8393200,pin,NA,0
2110,delay,AM,8393200,waste,NA,0
2111,delay,AM,8393200,fear,NA,0
2112,delay,AM,8393200,light,NA,0
2113,delay,AM,8393200,crowded,NA,0
2114,delay,AM,8393200,saucer,NA,0
2115,delay,AM,8393200,snow,NA,0
2116,delay,AM,8393200,valley,NA,0
2117,delay,AM,8393200,lethargic,NA,0
2118,delay,AM,8393200,stream,NA,0
2119,delay,AM,8393200,insect,NA,0
2120,delay,AM,8393200,hand,NA,0
2121,delay,AM,8393200,pane,NA,0
2122,delay,AM,8393200,awake,NA,0
2123,delay,AM,8393200,lawyer,NA,0
2124,delay,AM,8393200,sniff,NA,0
2125,delay,AM,8393200,legs,NA,0
2126,delay,AM,8393200,blaze,NA,0
2127,delay,AM,8393200,sugar,NA,0
2128,delay,AM,8393200,road,NA,0
2129,delay,AM,8393200,eye,NA,0
2130,delay,AM,8393200,can,NA,0
2131,delay,AM,8393200,hate,NA,0
2132,delay,AM,8393200,pillow,NA,0
2133,delay,AM,8393200,state,NA,0
2134,delay,AM,8393200,tea,NA,0
2135,delay,AM,8393200,warm,NA,0
2136,delay,AM,8393200,climb,NA,0
2137,delay,AM,8393200,stop,NA,0
2138,delay,AM,8393200,lake,NA,0
2139,delay,AM,8393200,bug,NA,0
2140,delay,AM,8393200,toe,NA,0
2141,delay,AM,8393200,shade,NA,0
2142,delay,AM,8393200,tired,NA,0
2143,delay,AM,8393200,medicine,NA,0
2144,delay,AM,8393200,aroma,NA,0
2145,delay,AM,8393200,seat,NA,0
2146,delay,AM,8393200,billows,NA,0
2147,delay,AM,8393200,bitter,NA,0
2148,delay,AM,8393200,tough,NA,0
2149,delay,AM,8393200,sewing,NA,0
2150,delay,AM,8393200,refuse,NA,0
2151,delay,AM,8393200,rage,NA,0
2152,delay,AM,8393200,plush,NA,0
2153,delay,AM,8393200,capital,NA,0
2154,delay,AM,8393200,measuring,NA,0
2155,delay,AM,8393200,winter,NA,0
2156,delay,AM,8393200,summit,summit,1
2157,delay,AM,8393200,listless,NA,0
2158,delay,AM,8393200,thames,NA,0
2159,delay,AM,8393200,fright,NA,0
2160,delay,AM,8393200,kick,NA,0
2161,delay,AM,8393200,ledge,NA,0
2162,delay,AM,8393200,dream,NA,0
2163,delay,AM,8393200,health,NA,0
2164,delay,AM,8393200,hear,NA,0
2165,delay,AM,8393200,couch,NA,0
2166,delay,AM,8393200,pollution,NA,0
2167,delay,AM,8393200,good,good,1
2168,delay,AM,8393200,sandpaper,NA,0
2169,delay,AM,8393200,sharp,NA,0
2170,delay,AM,8393200,sewage,NA,0
2171,delay,AM,8393200,temper,NA,0
2172,delay,AM,8393200,loud,NA,0
2173,delay,AM,8393200,streets,NA,0
2174,delay,AM,8393200,coaster,NA,0
2175,delay,AM,8393200,ice,NA,0
2176,delay,AM,8393200,top,NA,0
2177,delay,AM,8393200,snail,NA,0
2178,delay,AM,8393200,boat,boat,1
2179,delay,AM,8393200,fly,NA,0
2180,delay,AM,8393200,sandals,NA,0
2181,delay,AM,8393200,sill,NA,0
2182,delay,AM,8393200,wake,NA,0
2183,delay,AM,8393200,hospital,NA,0
2184,delay,AM,8393200,see,NA,0
2185,delay,AM,8393200,desk,NA,0
2186,delay,AM,8393200,ashes,NA,0
2187,delay,AM,8393200,taste,NA,0
2188,delay,AM,8393200,jagged,NA,0
2189,delay,AM,8393200,point,NA,0
2190,delay,AM,8393200,bag,NA,0
2191,delay,AM,8393200,fury,NA,0
2192,delay,AM,8393200,cotton,NA,0
2193,delay,AM,8393200,subway,NA,0
2194,delay,AM,8393200,lid,NA,0
2195,delay,AM,8393200,wet,NA,0
2196,delay,AM,8393200,molehill,NA,0
2197,delay,AM,8393200,cautious,NA,0
2198,delay,AM,8393200,tide,NA,0
2199,delay,AM,8393200,arachnid,NA,0
2200,delay,AM,8393200,soccer,NA,0
2201,delay,AM,8393200,house,NA,0
2202,delay,AM,8393200,snooze,NA,0
2203,delay,AM,8393200,dentist,NA,0
2204,delay,AM,8393200,nostril,NA,0
2205,delay,AM,8393200,recliner,NA,0
2206,delay,AM,8393200,cigar,NA,0
2207,delay,AM,8393200,tooth,NA,0
2208,delay,AM,8393200,ready,NA,0
2209,delay,AM,8393200,prick,prick,1
2210,delay,AM,8393200,junk,NA,0
2211,delay,AM,8393200,ire,NA,0
2212,delay,AM,8393200,fur,NA,0
2213,delay,AM,8393200,country,NA,0
2214,delay,AM,8393200,handle,NA,0
2215,delay,AM,8393200,frigid,NA,0
2216,delay,AM,8393200,peak,peak,1
2217,delay,AM,8393200,delay,NA,0
2218,delay,AM,8393200,swim,NA,0
2219,delay,AM,8393200,crawl,NA,0
2220,delay,AM,8393200,yard,NA,0
2221,delay,AM,8393200,open,NA,0
2222,delay,AM,8393200,blanket,NA,0
2223,delay,AM,8393200,physician,NA,0
2224,delay,AM,8393200,whiff,NA,0
2225,delay,AM,8393200,sofa,NA,0
2226,delay,AM,8393200,chimney,NA,0
2227,delay,AM,8393200,nice,NA,0
2228,delay,AM,8393200,coarse,NA,0
2229,delay,AM,8393200,thimble,NA,0
2230,delay,AM,8393200,trash,NA,0
2231,delay,AM,8393200,wrath,NA,0
2232,delay,AM,8393200,touch,NA,0
2233,delay,AM,8393200,newyork,NA,0
2234,delay,AM,8393200,coffee,NA,0
2235,delay,AM,8393200,chilly,NA,0
2236,delay,AM,8393200,plain,NA,0
2237,delay,AM,8393200,traffic,NA,0
2238,delay,AM,8393200,flow,NA,0
2239,delay,AM,8393200,tarantula,NA,0
2240,delay,AM,8393200,walk,walk,1
2241,delay,AM,8342559,door,NA,0
2242,delay,AM,8342559,bed,bed,1
2243,delay,AM,8342559,nurse,NA,0
2244,delay,AM,8342559,nose,NA,0
2245,delay,AM,8342559,table,NA,0
2246,delay,AM,8342559,cigarette,cigarette,1
2247,delay,AM,8342559,sour,NA,0
2248,delay,AM,8342559,smooth,NA,0
2249,delay,AM,8342559,thread,thread,1
2250,delay,AM,8342559,garbage,NA,0
2251,delay,AM,8342559,mad,mad,1
2252,delay,AM,8342559,hard,NA,0
2253,delay,AM,8342559,town,NA,0
2254,delay,AM,8342559,mug,NA,0
2255,delay,AM,8342559,hot,NA,0
2256,delay,AM,8342559,hill,NA,0
2257,delay,AM,8342559,fast,NA,0
2258,delay,AM,8342559,water,NA,0
2259,delay,AM,8342559,web,web,1
2260,delay,AM,8342559,shoe,NA,0
2261,delay,AM,8342559,glass,NA,0
2262,delay,AM,8342559,rest,NA,0
2263,delay,AM,8342559,sick,NA,0
2264,delay,AM,8342559,breathe,NA,0
2265,delay,AM,8342559,sit,NA,0
2266,delay,AM,8342559,puff,NA,0
2267,delay,AM,8342559,candy,NA,0
2268,delay,AM,8342559,bumpy,NA,0
2269,delay,AM,8342559,pin,NA,0
2270,delay,AM,8342559,waste,NA,0
2271,delay,AM,8342559,fear,NA,0
2272,delay,AM,8342559,light,NA,0
2273,delay,AM,8342559,crowded,NA,0
2274,delay,AM,8342559,saucer,NA,0
2275,delay,AM,8342559,snow,NA,0
2276,delay,AM,8342559,valley,NA,0
2277,delay,AM,8342559,lethargic,NA,0
2278,delay,AM,8342559,stream,NA,0
2279,delay,AM,8342559,insect,insect,1
2280,delay,AM,8342559,hand,NA,0
2281,delay,AM,8342559,pane,NA,0
2282,delay,AM,8342559,awake,NA,0
2283,delay,AM,8342559,lawyer,NA,0
2284,delay,AM,8342559,sniff,NA,0
2285,delay,AM,8342559,legs,NA,0
2286,delay,AM,8342559,blaze,NA,0
2287,delay,AM,8342559,sugar,NA,0
2288,delay,AM,8342559,road,NA,0
2289,delay,AM,8342559,eye,NA,0
2290,delay,AM,8342559,can,NA,0
2291,delay,AM,8342559,hate,NA,0
2292,delay,AM,8342559,pillow,pillow,1
2293,delay,AM,8342559,state,NA,0
2294,delay,AM,8342559,tea,NA,0
2295,delay,AM,8342559,warm,NA,0
2296,delay,AM,8342559,climb,NA,0
2297,delay,AM,8342559,stop,NA,0
2298,delay,AM,8342559,lake,NA,0
2299,delay,AM,8342559,bug,bug,1
2300,delay,AM,8342559,toe,NA,0
2301,delay,AM,8342559,shade,NA,0
2302,delay,AM,8342559,tired,tired,1
2303,delay,AM,8342559,medicine,NA,0
2304,delay,AM,8342559,aroma,NA,0
2305,delay,AM,8342559,seat,NA,0
2306,delay,AM,8342559,billows,billows,1
2307,delay,AM,8342559,bitter,NA,0
2308,delay,AM,8342559,tough,NA,0
2309,delay,AM,8342559,sewing,sew,1
2310,delay,AM,8342559,refuse,NA,0
2311,delay,AM,8342559,rage,rage,1
2312,delay,AM,8342559,plush,NA,0
2313,delay,AM,8342559,capital,NA,0
2314,delay,AM,8342559,measuring,NA,0
2315,delay,AM,8342559,winter,NA,0
2316,delay,AM,8342559,summit,NA,0
2317,delay,AM,8342559,listless,NA,0
2318,delay,AM,8342559,thames,NA,0
2319,delay,AM,8342559,fright,NA,0
2320,delay,AM,8342559,kick,NA,0
2321,delay,AM,8342559,ledge,NA,0
2322,delay,AM,8342559,dream,NA,0
2323,delay,AM,8342559,health,NA,0
2324,delay,AM,8342559,hear,NA,0
2325,delay,AM,8342559,couch,NA,0
2326,delay,AM,8342559,pollution,NA,0
2327,delay,AM,8342559,good,NA,0
2328,delay,AM,8342559,sandpaper,NA,0
2329,delay,AM,8342559,sharp,NA,0
2330,delay,AM,8342559,sewage,NA,0
2331,delay,AM,8342559,temper,NA,0
2332,delay,AM,8342559,loud,NA,0
2333,delay,AM,8342559,streets,NA,0
2334,delay,AM,8342559,coaster,NA,0
2335,delay,AM,8342559,ice,NA,0
2336,delay,AM,8342559,top,NA,0
2337,delay,AM,8342559,snail,NA,0
2338,delay,AM,8342559,boat,NA,0
2339,delay,AM,8342559,fly,NA,0
2340,delay,AM,8342559,sandals,NA,0
2341,delay,AM,8342559,sill,NA,0
2342,delay,AM,8342559,wake,NA,0
2343,delay,AM,8342559,hospital,NA,0
2344,delay,AM,8342559,see,NA,0
2345,delay,AM,8342559,desk,NA,0
2346,delay,AM,8342559,ashes,ash,1
2347,delay,AM,8342559,taste,NA,0
2348,delay,AM,8342559,jagged,NA,0
2349,delay,AM,8342559,point,NA,0
2350,delay,AM,8342559,bag,NA,0
2351,delay,AM,8342559,fury,fury,1
2352,delay,AM,8342559,cotton,NA,0
2353,delay,AM,8342559,subway,NA,0
2354,delay,AM,8342559,lid,NA,0
2355,delay,AM,8342559,wet,NA,0
2356,delay,AM,8342559,molehill,NA,0
2357,delay,AM,8342559,cautious,NA,0
2358,delay,AM,8342559,tide,NA,0
2359,delay,AM,8342559,arachnid,arachnid,1
2360,delay,AM,8342559,soccer,NA,0
2361,delay,AM,8342559,house,NA,0
2362,delay,AM,8342559,snooze,NA,0
2363,delay,AM,8342559,dentist,NA,0
2364,delay,AM,8342559,nostril,NA,0
2365,delay,AM,8342559,recliner,NA,0
2366,delay,AM,8342559,cigar,NA,0
2367,delay,AM,8342559,tooth,NA,0
2368,delay,AM,8342559,ready,NA,0
2369,delay,AM,8342559,prick,NA,0
2370,delay,AM,8342559,junk,NA,0
2371,delay,AM,8342559,ire,ire,1
2372,delay,AM,8342559,fur,NA,0
2373,delay,AM,8342559,country,NA,0
2374,delay,AM,8342559,handle,NA,0
2375,delay,AM,8342559,frigid,NA,0
2376,delay,AM,8342559,peak,NA,0
2377,delay,AM,8342559,delay,NA,0
2378,delay,AM,8342559,swim,NA,0
2379,delay,AM,8342559,crawl,NA,0
2380,delay,AM,8342559,yard,NA,0
2381,delay,AM,8342559,open,NA,0
2382,delay,AM,8342559,blanket,NA,0
2383,delay,AM,8342559,physician,NA,0
2384,delay,AM,8342559,whiff,NA,0
2385,delay,AM,8342559,sofa,NA,0
2386,delay,AM,8342559,chimney,NA,0
2387,delay,AM,8342559,nice,NA,0
2388,delay,AM,8342559,coarse,NA,0
2389,delay,AM,8342559,thimble,thimble,1
2390,delay,AM,8342559,trash,NA,0
2391,delay,AM,8342559,wrath,NA,0
2392,delay,AM,8342559,touch,NA,0
2393,delay,AM,8342559,newyork,NA,0
2394,delay,AM,8342559,coffee,NA,0
2395,delay,AM,8342559,chilly,NA,0
2396,delay,AM,8342559,plain,NA,0
2397,delay,AM,8342559,traffic,NA,0
2398,delay,AM,8342559,flow,NA,0
2399,delay,AM,8342559,tarantula,tarantula,1
2400,delay,AM,8342559,walk,NA,0
2401,delay,AM,8258034,door,NA,0
2402,delay,AM,8258034,bed,NA,0
2403,delay,AM,8258034,nurse,NA,0
2404,delay,AM,8258034,nose,NA,0
2405,delay,AM,8258034,table,NA,0
2406,delay,AM,8258034,cigarette,cigarette,1
2407,delay,AM,8258034,sour,NA,0
2408,delay,AM,8258034,smooth,NA,0
2409,delay,AM,8258034,thread,NA,0
2410,delay,AM,8258034,garbage,NA,0
2411,delay,AM,8258034,mad,NA,0
2412,delay,AM,8258034,hard,NA,0
2413,delay,AM,8258034,town,NA,0
2414,delay,AM,8258034,mug,NA,0
2415,delay,AM,8258034,hot,NA,0
2416,delay,AM,8258034,hill,NA,0
2417,delay,AM,8258034,fast,NA,0
2418,delay,AM,8258034,water,NA,0
2419,delay,AM,8258034,web,NA,0
2420,delay,AM,8258034,shoe,NA,0
2421,delay,AM,8258034,glass,NA,0
2422,delay,AM,8258034,rest,NA,0
2423,delay,AM,8258034,sick,NA,0
2424,delay,AM,8258034,breathe,NA,0
2425,delay,AM,8258034,sit,NA,0
2426,delay,AM,8258034,puff,puff,1
2427,delay,AM,8258034,candy,NA,0
2428,delay,AM,8258034,bumpy,NA,0
2429,delay,AM,8258034,pin,NA,0
2430,delay,AM,8258034,waste,NA,0
2431,delay,AM,8258034,fear,NA,0
2432,delay,AM,8258034,light,NA,0
2433,delay,AM,8258034,crowded,NA,0
2434,delay,AM,8258034,saucer,NA,0
2435,delay,AM,8258034,snow,NA,0
2436,delay,AM,8258034,valley,NA,0
2437,delay,AM,8258034,lethargic,NA,0
2438,delay,AM,8258034,stream,NA,0
2439,delay,AM,8258034,insect,NA,0
2440,delay,AM,8258034,hand,NA,0
2441,delay,AM,8258034,pane,NA,0
2442,delay,AM,8258034,awake,NA,0
2443,delay,AM,8258034,lawyer,NA,0
2444,delay,AM,8258034,sniff,NA,0
2445,delay,AM,8258034,legs,NA,0
2446,delay,AM,8258034,blaze,NA,0
2447,delay,AM,8258034,sugar,NA,0
2448,delay,AM,8258034,road,NA,0
2449,delay,AM,8258034,eye,NA,0
2450,delay,AM,8258034,can,NA,0
2451,delay,AM,8258034,hate,NA,0
2452,delay,AM,8258034,pillow,NA,0
2453,delay,AM,8258034,state,NA,0
2454,delay,AM,8258034,tea,NA,0
2455,delay,AM,8258034,warm,warm,1
2456,delay,AM,8258034,climb,NA,0
2457,delay,AM,8258034,stop,NA,0
2458,delay,AM,8258034,lake,NA,0
2459,delay,AM,8258034,bug,NA,0
2460,delay,AM,8258034,toe,NA,0
2461,delay,AM,8258034,shade,NA,0
2462,delay,AM,8258034,tired,NA,0
2463,delay,AM,8258034,medicine,NA,0
2464,delay,AM,8258034,aroma,NA,0
2465,delay,AM,8258034,seat,NA,0
2466,delay,AM,8258034,billows,NA,0
2467,delay,AM,8258034,bitter,NA,0
2468,delay,AM,8258034,tough,NA,0
2469,delay,AM,8258034,sewing,NA,0
2470,delay,AM,8258034,refuse,NA,0
2471,delay,AM,8258034,rage,NA,0
2472,delay,AM,8258034,plush,NA,0
2473,delay,AM,8258034,capital,NA,0
2474,delay,AM,8258034,measuring,NA,0
2475,delay,AM,8258034,winter,NA,0
2476,delay,AM,8258034,summit,NA,0
2477,delay,AM,8258034,listless,NA,0
2478,delay,AM,8258034,thames,NA,0
2479,delay,AM,8258034,fright,NA,0
2480,delay,AM,8258034,kick,NA,0
2481,delay,AM,8258034,ledge,NA,0
2482,delay,AM,8258034,dream,NA,0
2483,delay,AM,8258034,health,NA,0
2484,delay,AM,8258034,hear,NA,0
2485,delay,AM,8258034,couch,NA,0
2486,delay,AM,8258034,pollution,NA,0
2487,delay,AM,8258034,good,NA,0
2488,delay,AM,8258034,sandpaper,NA,0
2489,delay,AM,8258034,sharp,NA,0
2490,delay,AM,8258034,sewage,NA,0
2491,delay,AM,8258034,temper,NA,0
2492,delay,AM,8258034,loud,NA,0
2493,delay,AM,8258034,streets,NA,0
2494,delay,AM,8258034,coaster,NA,0
2495,delay,AM,8258034,ice,NA,0
2496,delay,AM,8258034,top,NA,0
2497,delay,AM,8258034,snail,NA,0
2498,delay,AM,8258034,boat,NA,0
2499,delay,AM,8258034,fly,NA,0
2500,delay,AM,8258034,sandals,NA,0
2501,delay,AM,8258034,sill,NA,0
2502,delay,AM,8258034,wake,NA,0
2503,delay,AM,8258034,hospital,NA,0
2504,delay,AM,8258034,see,NA,0
2505,delay,AM,8258034,desk,NA,0
2506,delay,AM,8258034,ashes,NA,0
2507,delay,AM,8258034,taste,NA,0
2508,delay,AM,8258034,jagged,NA,0
2509,delay,AM,8258034,point,NA,0
2510,delay,AM,8258034,bag,NA,0
2511,delay,AM,8258034,fury,NA,0
2512,delay,AM,8258034,cotton,NA,0
2513,delay,AM,8258034,subway,NA,0
2514,delay,AM,8258034,lid,NA,0
2515,delay,AM,8258034,wet,NA,0
2516,delay,AM,8258034,molehill,NA,0
2517,delay,AM,8258034,cautious,NA,0
2518,delay,AM,8258034,tide,NA,0
2519,delay,AM,8258034,arachnid,NA,0
2520,delay,AM,8258034,soccer,NA,0
2521,delay,AM,8258034,house,NA,0
2522,delay,AM,8258034,snooze,NA,0
2523,delay,AM,8258034,dentist,NA,0
2524,delay,AM,8258034,nostril,NA,0
2525,delay,AM,8258034,recliner,NA,0
2526,delay,AM,8258034,cigar,NA,0
2527,delay,AM,8258034,tooth,NA,0
2528,delay,AM,8258034,ready,NA,0
2529,delay,AM,8258034,prick,NA,0
2530,delay,AM,8258034,junk,NA,0
2531,delay,AM,8258034,ire,NA,0
2532,delay,AM,8258034,fur,NA,0
2533,delay,AM,8258034,country,NA,0
2534,delay,AM,8258034,handle,NA,0
2535,delay,AM,8258034,frigid,NA,0
2536,delay,AM,8258034,peak,NA,0
2537,delay,AM,8258034,delay,NA,0
2538,delay,AM,8258034,swim,NA,0
2539,delay,AM,8258034,crawl,NA,0
2540,delay,AM,8258034,yard,NA,0
2541,delay,AM,8258034,open,NA,0
2542,delay,AM,8258034,blanket,NA,0
2543,delay,AM,8258034,physician,NA,0
2544,delay,AM,8258034,whiff,NA,0
2545,delay,AM,8258034,sofa,NA,0
2546,delay,AM,8258034,chimney,NA,0
2547,delay,AM,8258034,nice,NA,0
2548,delay,AM,8258034,coarse,NA,0
2549,delay,AM,8258034,thimble,NA,0
2550,delay,AM,8258034,trash,NA,0
2551,delay,AM,8258034,wrath,NA,0
2552,delay,AM,8258034,touch,NA,0
2553,delay,AM,8258034,newyork,NA,0
2554,delay,AM,8258034,coffee,NA,0
2555,delay,AM,8258034,chilly,NA,0
2556,delay,AM,8258034,plain,NA,0
2557,delay,AM,8258034,traffic,NA,0
2558,delay,AM,8258034,flow,NA,0
2559,delay,AM,8258034,tarantula,NA,0
2560,delay,AM,8258034,walk,NA,0
2561,delay,AM,8247940,door,NA,0
2562,delay,AM,8247940,bed,NA,0
2563,delay,AM,8247940,nurse,NA,0
2564,delay,AM,8247940,nose,nose,1
2565,delay,AM,8247940,table,NA,0
2566,delay,AM,8247940,cigarette,cigarette,1
2567,delay,AM,8247940,sour,NA,0
2568,delay,AM,8247940,smooth,NA,0
2569,delay,AM,8247940,thread,NA,0
2570,delay,AM,8247940,garbage,NA,0
2571,delay,AM,8247940,mad,NA,0
2572,delay,AM,8247940,hard,hard,1
2573,delay,AM,8247940,town,NA,0
2574,delay,AM,8247940,mug,NA,0
2575,delay,AM,8247940,hot,NA,0
2576,delay,AM,8247940,hill,hill,1
2577,delay,AM,8247940,fast,NA,0
2578,delay,AM,8247940,water,NA,0
2579,delay,AM,8247940,web,web,1
2580,delay,AM,8247940,shoe,NA,0
2581,delay,AM,8247940,glass,NA,0
2582,delay,AM,8247940,rest,NA,0
2583,delay,AM,8247940,sick,NA,0
2584,delay,AM,8247940,breathe,NA,0
2585,delay,AM,8247940,sit,NA,0
